clinic_id,name,town,operator,landkreis,regierungsbezirk,status,versorgungsstufe,traegerart,beds,day_places,fachrichtungen,parse_quality,source,website,careers_url,ats_type
RH1257,Medical Park Bad Rodach GmbH & Co. KG - Rehabilitation,Bad Rodach,Medical Park Bad Rodach GmbH & Co. KG,Coburg,Oberfranken,Reha-Einrichtung,,privat,412,,"Orthopädie, Neurologie",ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.badrodach.medicalpark.de,,
RH1634,Kliniken Ostallgäu-Kaufbeuren Klinik Füssen Geriatrische Rehabilitation,Füssen,Kliniken Ostallgäu-Kaufbeuren Anstalt des öffentlichen Rechts des Landkreises Ostallgäu und der Stadt Kaufbeuren,Ostallgäu,Schwaben,Reha-Einrichtung,,oeffentlich,25,,Geriatrie,ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.kliniken-oal-kf.de,,
RH1261,Fachklinik St. Marien Wertach GmbH Vorsorge u. Rehabilitation für Frauen in Familienverantwortung,Wertach,Fachklinik St. Marien Wertach GmbH,Oberallgäu,Schwaben,Reha-Einrichtung,,freigemeinnuetzig,75,,Prävention,ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.haus-st-marien.de,,
RH2939,Reha-Zentrum Passauer Wolf Bad Griesbach Reha,Bad Griesbach-Therme,Passauer Wolf Bad Griesbach GmbH & Co. KG,Passau,Niederbayern,Reha-Einrichtung,,privat,235,,"Innere Medizin, Geriatrie, Kardiologie, Neurologie",ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.passauerwolf.de,,
RH2902,Asklepios Klinik Schaufling GmbH Betriebsstätte Aidenbach,Aidenbach,Asklepios Klinik Schaufling GmbH,Passau,Niederbayern,Reha-Einrichtung,,privat,102,,Geriatrie,ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.asklepios.com,,
RH1205,Geriatriezentrum Neuburg GmbH Geriatrische Fachklinik,Neuburg a. d. Donau,Geriatriezentrum Neuburg GmbH,Neuburg-Schrobenhausen,Oberbayern,Reha-Einrichtung,,oeffentlich,80,,Geriatrie,ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.gzn.de,,
RH1198,Evangelische Mutter-Kind-Kurklinik Scheidegg Prävention und Rehabilitation,Scheidegg,Evang. Müttergenesung Württemberg gGmbH,Lindau (Bodensee),Schwaben,Reha-Einrichtung,,freigemeinnuetzig,103,,Keine Zuordnung zu spezifischem Fachgebiet,ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.muettergenesung-kur.de,,
RH2682,Mittelbayerisches Rehabilitationszentrum Klinikum Luitpold und Klinikum Maximilian,Bad Kötzting,Visio Klinik GmbH,Cham,Oberpfalz,Reha-Einrichtung,,privat,294,,"Geriatrie, Orthopädie, Neurologie",ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",,,
RH2466,Reha-Zentrum Isarwinkel,Bad Tölz,ReAL gGmbH,Bad Tölz-Wolfratshausen,Oberbayern,Reha-Einrichtung,,freigemeinnuetzig,40,,Rehabilitation psychisch Kranker (RPK),ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.real-verbund.de,,
RH1752,m&i-Fachklinik Herzogenaurach Medizinische Rehabilitation,Herzogenaurach,m&i-Klinikgesellschaft in Herzogenaurach GmbH,Erlangen-Höchstadt,Mittelfranken,Reha-Einrichtung,,privat,335,,"Geriatrie, Orthopädie, Neurologie",ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.fachklinik-herzogenaurach.de,,
RH2785,Klinik Inntaler Hof GmbH & Co. KG,Neuburg am Inn,Klinik Inntaler Hof GmbH & Co. KG,Passau,Niederbayern,Reha-Einrichtung,,privat,230,,Sonstige Fachabteilung,ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.klinik-inntaler-hof.de,,
RH2178,Schön Klinik München Schwabing SE & Co. KG - Rehabilitation,München,Schön Klinik München Schwabing SE & Co. KG,"München, Landeshauptstadt",Oberbayern,Reha-Einrichtung,,privat,14,,Neurologie,ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",,,
RH1817,Asklepios Klinik St. Wolfgang Rehabilitation,Bad Griesbach-Therme,Asklepios Klinik Bad Griesbach GmbH & Cie. OHG,Passau,Niederbayern,Reha-Einrichtung,,privat,61,,"Innere Medizin, Urologie, Orthopädie",ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.stwolfgang.de,,
RH2904,Sana Klinikum Coburg,Coburg,Sana Kliniken Oberfranken Coburg GmbH,Coburg,Oberfranken,Reha-Einrichtung,,privat,53,,Geriatrie,ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.sana.de/coburg,,
RH2712,HESCURO Klinik Bad Brückenau - Geriatrische Rehabilitation,Bad Brückenau,HESCURO KLINIK Bad Brückenau GmbH,Bad Kissingen,Unterfranken,Reha-Einrichtung,,privat,30,,Geriatrie,ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.hescuro-bad-brueckenau.de,,
RH2736,Geriatrische Rehabilitation im Rotkreuzklinikum München,München,Rotkreuzklinikum München gGmbH,"München, Landeshauptstadt",Oberbayern,Reha-Einrichtung,,freigemeinnuetzig,20,,Geriatrie,ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.rotkreuzklinikum-muenchen.de,,
RH2538,Donau-Ries-Klinik Oettingen Geriatrische Rehabilitation,Oettingen,Donau-Ries Kliniken und Seniorenheime gKU,Donau-Ries,Schwaben,Reha-Einrichtung,,oeffentlich,33,,Geriatrie,ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.donkliniken.de,,
RH2718,Geriatrische Rehabilitation am Kreiskrankenhaus Pfarrkirchen,Pfarrkirchen,Rottal-Inn Kliniken Kommunalunternehmen,Rottal-Inn,Niederbayern,Reha-Einrichtung,,oeffentlich,52,,Geriatrie,ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.rottalinnkliniken.de,,
RH1054,Geriatrisches Reha-Zentrum Alexander von Humboldt Klinik GRZ Betriebs GmbH,Bad Steben,Geriatrisches Reha-Zentrum Alexander von Humboldt Klinik GRZ Betriebs GmbH,Hof,Oberfranken,Reha-Einrichtung,,privat,86,,Geriatrie,ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.humboldtklinik.de,,
RH2284,NürnbergStift Geriatrische Rehabilitation,Nürnberg,Stadt Nürnberg,Nürnberg,Mittelfranken,Reha-Einrichtung,,oeffentlich,45,,Geriatrie,ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.nuernbergstift.de,,
RH2067,Klinik St. Lukas,Bad Griesbach-Zentrum,Kliniken St. Lukas GmbH,Passau,Niederbayern,Reha-Einrichtung,,privat,43,,Psychosomatik/Psychotherapie,ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.fachklinik-sankt-lukas.de,,
RH2853,Geriatrische Rehabilitation Diakoniewerk München-Maxvorstadt,München,Diakoniewerk München-Maxvorstadt KdöR,"München, Landeshauptstadt",Oberbayern,Reha-Einrichtung,,freigemeinnuetzig,42,,Geriatrie,ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.diakoniewerk-muenchen.de,,
RH2968,Geriatrische Rehabilitation Oberbayern – Bruckmühl GmbH,Bruckmühl,Gesundheitsbetriebe Dr. N. Netzer GmbH,Rosenheim,Oberbayern,Reha-Einrichtung,,privat,60,,Geriatrie,ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.gro-med.de,,
RH2482,Alpcura Fachklinik Allgäu,Pfronten,Alpcura Fachklinik Allgäu Betriebsgesellschaft mbH,Ostallgäu,Schwaben,Reha-Einrichtung,,privat,236,,"Pneumologie, Psychosomatik/Psychotherapie",ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.fachklinik-allgaeu.de,,
RH2398,Bezirksklinikum Ansbach Klinik für Geriatrische Rehabilitation Hs. 15,Ansbach,Bezirkskliniken Mittelfranken,Ansbach,Mittelfranken,Reha-Einrichtung,,oeffentlich,28,,Geriatrie,ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.bezirkskliniken-mfr.de,,
RH1193,Römerbad-Klinik Bad Gögging,Neustadt a. d. Donau,Römerbad Klinik GmbH,Kelheim,Niederbayern,Reha-Einrichtung,,privat,176,,Orthopädie,ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.roemerbad-klinik.de,,
RH1459,Kaiser Trajan Hotel und Klinik GmbH,Neustadt a. d. Donau,Kaiser Trajan Hotel und Klinik GmbH,Kelheim,Niederbayern,Reha-Einrichtung,,privat,126,,"Orthopädie, Psychosomatik/Psychotherapie",ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.kaiser-trajan.de,,
RH2420,Klinik Jesuitenschlößl Betriebs GmbH,Passau,Klinik Jesuitenschlößl Betriebs GmbH,Passau,Niederbayern,Reha-Einrichtung,,privat,173,,"Neurologie, Psychosomatik/Psychotherapie",ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.gesundheitscampus-passau.de,,
RH2100,Vorsorgeklinik Berchtesgadener Land Bischofswiesen,Bischofswiesen,Augustinum gemeinnützige GmbH,Berchtesgadener Land,Oberbayern,Reha-Einrichtung,,freigemeinnuetzig,45,,Keine Zuordnung zu spezifischem Fachgebiet,ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.augustinum.de/berchtesgadenerland/,,
RH1997,Schmid-Falter Kurhotel,Bad Reichenhall,Oliver Schmid-Falter,Berchtesgadener Land,Oberbayern,Reha-Einrichtung,,privat,10,,Lungen- und Bronchialheilkunde,ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.kurhotel-falter.de,,
RH1712,Klinik Sonnenbichl gGmbH Prävention und Rehabilitation für Mutter und Kind,Aschau i.Chiemgau,Klinik Sonnenbichl gGmbH im FrauenWerk Stein e.V.,Rosenheim,Oberbayern,Reha-Einrichtung,,freigemeinnuetzig,97,,Keine Zuordnung zu spezifischem Fachgebiet,ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.klinik-sonnenbichl-aschau.de,,
RH1354,Suchttherapiezentrum Fachklinik Alpenland,Bad Aibling,Deutscher Orden Deutsche Provinz der Brüder vom Deutschen Haus St. Mariens in Jerusalem KdöR,Rosenheim,Oberbayern,Reha-Einrichtung,,freigemeinnuetzig,86,,Entwöhnungsbehandlungen,ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.rosenheim-suchthilfe.de,,
RH1469,Sanatorium Am Mühlbach,Bad Füssing,Das Mühlbach e.K.,Passau,Niederbayern,Reha-Einrichtung,,privat,21,,"Orthopädie, Med. berufliche Rehabilitation",ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.muehlbach.de/gesundheit/sanatorium/,,
RH1338,Klinik Sonnenalm GmbH & Co. KG,Oberstaufen,Klinik Sonnenalm GmbH & Co. KG,Oberallgäu,Schwaben,Reha-Einrichtung,,privat,170,,Keine Zuordnung zu spezifischem Fachgebiet,ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.klinik-sonnenalm.de,,
RH2777,Asklepios Gesundheitszentrum Bad Tölz GmbH,Bad Tölz,Asklepios Gesundheitszentrum Bad Tölz GmbH,Bad Tölz-Wolfratshausen,Oberbayern,Reha-Einrichtung,,privat,59,,Neurologie,ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.asklepios.com/agz-badtoelz/,,
RH2431,Kreisspitalstiftung Weißenhorn Illertalklinik Illertissen Geriatrische Rehabilitation,Illertissen,"Kreisspitalstiftung Weißenhorn, kreiskommunale Stiftung des öffentlichen Rechts",Neu-Ulm,Schwaben,Reha-Einrichtung,,oeffentlich,49,,Geriatrie,ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.gesundheitszentrum-illertissen.de,,
RH2217,Sana Kliniken des Landkreises Cham GmbH – Rehabilitation,Roding,Sana Kliniken des Landkreises Cham GmbH,Cham,Oberpfalz,Reha-Einrichtung,,privat,25,,Orthopädie,ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.sana.de/gesundheitscampus-roding,,
RH1892,Reha-Zentrum Ingolstadt GmbH,Ingolstadt,Reha-Zentrum Ingolstadt GmbH,Ingolstadt,Oberbayern,Reha-Einrichtung,,privat,38,,Neurologie,ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.reha-zentrum-ingolstadt.de,,
RH1765,Kreisklinik Berchtesgaden Orthopädische Rehabilitation,Berchtesgaden,Kliniken Südostbayern AG,Berchtesgadener Land,Oberbayern,Reha-Einrichtung,,oeffentlich,30,,"Geriatrie, Orthopädie",ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.kliniken-suedostbayern.de,,
RH2135,Klinik Dr. Beger,Garmisch-Partenkirchen,Anton Klotz,Garmisch-Partenkirchen,Oberbayern,Reha-Einrichtung,,privat,69,,Orthopädie,ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.begerklinik.de,,
RH2847,AMEOS Reha Klinikum Inntal,Simbach am Inn,AMEOS Klinikum Inntal GmbH,Rottal-Inn,Niederbayern,Reha-Einrichtung,,privat,90,,Psychosomatik/Psychotherapie,ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.ameos.de,,
RH1468,HESCURO – Klinik REGINA – GmbH & Co. KG,Bad Kissingen,HESCURO - Klinik REGINA - GmbH & Co. KG,Bad Kissingen,Unterfranken,Reha-Einrichtung,,privat,193,,"Geriatrie, Orthopädie",ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.hescuro.de,,
RH2651,Medical Park Chiemseeblick GmbH & Co.KG,Bernau a. Chiemsee,Medical Park Chiemseeblick GmbH & Co.KG,Rosenheim,Oberbayern,Reha-Einrichtung,,privat,90,,Psychosomatik/Psychotherapie,ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.medicalpark.de/psychosomatische-behandlung,,
RH1611,Sozialstiftung Bamberg Saludis gGmbH Geriatrische und Neurologische Rehabilitation,Bamberg,Sozialstiftung Bamberg Saludis gGmbH,Bamberg,Oberfranken,Reha-Einrichtung,,freigemeinnuetzig,126,,"Geriatrie, Neurologie",ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.saludis.de,,
RH1745,DR. ERLER REHA am Kontumazgarten,Nürnberg,Kliniken Dr. Erler gGmbH,Nürnberg,Mittelfranken,Reha-Einrichtung,,freigemeinnuetzig,90,,Orthopädie,ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.erler-reha.de,,
RH2220,Medizinische Jugendrehabilitation,Peiting,Diakonie Herzogsägmühle gGmbH ,Weilheim-Schongau,Oberbayern,Reha-Einrichtung,,freigemeinnuetzig,29,,Kinder- und Jugendpsychiatrie,ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.herzogsaegmuehle.de,,
RH1289,RPK Lichthof,Hof,Gesellschaft zur Förderung beruflicher und sozialer Integration (gfi) gemeinnützige GmbH,Hof,Oberfranken,Reha-Einrichtung,,freigemeinnuetzig,18,,Rehabilitation psychisch Kranker (RPK),ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.rpk-lichthof.de,,
RH1465,AWO Klinik zur Solequelle Gesundheit für Mutter und Kind,Bad Windsheim,AWO Bezirksverband Ober- und Mittelfranken e.V.,Neustadt a.d.Aisch-Bad Windsheim,Mittelfranken,Reha-Einrichtung,,freigemeinnuetzig,86,,Sonstige Fachabteilung,ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.awo-kliniken-omf.de,,
RH1487,Klinik Lindenhof,Bayerbach,Klinik Lindenhof Betriebs GmbH,Rottal-Inn,Niederbayern,Reha-Einrichtung,,privat,196,,Keine Zuordnung zu spezifischem Fachgebiet,ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.klinik-lindenhof.de,,
RH2402,Haus Kühberg Mutter-Kind-Kuren GmbH,Blaichach,Mutter-Kind-Kuren GmbH,Oberallgäu,Schwaben,Reha-Einrichtung,,privat,50,,Keine Zuordnung zu spezifischem Fachgebiet,ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.mutterkindkur.de,,
RH2251,AWO Seenlandklinik Lindenhof Gesundheit für Mutter und Kind,Gunzenhausen,AWO Bezirksverband Ober- und Mittelfranken e.V.,Weißenburg-Gunzenhausen,Mittelfranken,Reha-Einrichtung,,freigemeinnuetzig,82,,Sonstige Fachabteilung,ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.awo-kliniken-omf.de,,
RH1320,Mutter / Vater & Kind Kurheim Alpenhof,Rettenberg,Alberga gemeinnützige GmbH,Oberallgäu,Schwaben,Reha-Einrichtung,,freigemeinnuetzig,60,,Prävention,ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.alpenhof-kur.de,,
RH1008,Therapiezentrum Grafrath,Grafrath,Deutscher Orden Deutsche Provinz der Brüder vom Deutschen Haus St. Mariens in Jerusalem KdöR,Fürstenfeldbruck,Oberbayern,Reha-Einrichtung,,freigemeinnuetzig,34,,Entwöhnungsbehandlungen,ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",,,
RH1866,Therapiezentrum Wolkersdorf,Schwabach,Stadtmission Nürnberg e.V.,Schwabach,Mittelfranken,Reha-Einrichtung,,freigemeinnuetzig,28,,Entwöhnungsbehandlungen,ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",,,
RH1280,Kompass Drogenhilfe GmbH Kompass Kompakt,Augsburg,Kompass Drogenhilfe GmbH,Augsburg,Schwaben,Reha-Einrichtung,,freigemeinnuetzig,24,,Entwöhnungsbehandlungen,ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.kompass-augsburg.de,,
RH1641,Würmtalklinik Gräfelfing,Gräfelfing,Deutscher Orden Deutsche Provinz der Brüder vom Deutschen Haus St. Mariens in Jerusalem KdöR,München,Oberbayern,Reha-Einrichtung,,freigemeinnuetzig,36,,Entwöhnungsbehandlungen,ok,"RHV 2024 (Verzeichnis der Vorsorge- oder Rehabilitationseinrichtungen, Statistische Aemter des Bundes und der Laender, Stand 31.12.2024)",https://www.suchtklinik-muenchen.de,,
